JUDET,UAT,COD SIRUTA,NR. Birou electoral,Nr SV,Sediu SV,Adresa SV,Adresa SV descriptivă,Localitate componentă / Sat aparţinător,Cod Arteră,Arteră,Număr imobil / Alfabetic,Observaţii
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,101745,Piaţetă Regelui,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60577,Strada Semicercului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61099,Intrarea Toma Tomescu (Intrarea Dr. Toma Tomescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61378,Calea Victoriei,numere impare nr. 109 -501# numere pare nr. 142 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61380,Piaţa Victoriei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,80,COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Gen. H. M. Berthelot (Strada G-ral Henri Mathias Berthelot) , Nr. 23",Str - HENRI MATHIAS BERTHELOT GEN. - 23; CP 010164,BUCUREŞTI SECTORUL 1,60845,Strada Ştirbei Vodă,numere impare nr. 1 -15# numere pare nr. 2 -14#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60686,Strada Vasile Sion (Strada Dr. Vasile Sion),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61378,Calea Victoriei,numere impare nr. 77 -107# numere pare nr. 100 -140#,
B,BUCUREŞTI SECTORUL 1,179141,42,81,COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Gen. H. M. Berthelot (Strada G-ral Henri Mathias Berthelot) , Nr. 23",Str - HENRI MATHIAS BERTHELOT GEN. - 23; CP 010164,BUCUREŞTI SECTORUL 1,61605,Strada Ion Cîmpineanu (Strada 13 Decembrie) (D),numere impare nr. 17 -501# numere pare nr. 20 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62058,Strada Gen. H. M. Berthelot (Strada G-ral Henri Mathias Berthelot),numere impare nr. 1 -9# numere pare nr. 2 -12#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61898,Piaţa George Enescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62006,Strada Ion Câmpineanu (Strada Ion Cîmpineanu),numere impare nr. 17 -501# numere pare nr. 20 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57267,Strada Cpt. p.m. Nicolae Florin Creţu (Strada Ion Cîmpineanu) (D),numere impare nr. 17 -501# numere pare nr. 20 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62037,Piaţa Revoluţiei (Piaţa Gheorghe Gheorghiu Dej),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60689,Strada Şipotul Fântânilor (Strada Şipotul Fîntînilor),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61378,Calea Victoriei,numere impare nr. 41 -75# numere pare nr. 58 -98#,
B,BUCUREŞTI SECTORUL 1,179141,42,82,COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Gen. H. M. Berthelot (Strada G-ral Henri Mathias Berthelot) , Nr. 23",Str - HENRI MATHIAS BERTHELOT GEN. - 23; CP 010164,BUCUREŞTI SECTORUL 1,56461,Strada Astronomului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56603,Strada Banului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57989,Strada Şipotul Fîntînilor (Intrarea Episcopul Ambrozie) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62058,Strada Gen. H. M. Berthelot (Strada G-ral Henri Mathias Berthelot),numere impare nr. 11 -41# numere pare nr. 14 -40#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57835,Strada Gen. Nicolae C. Dona (Strada G-ral Nicolae Dona),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56928,Strada G-ral Constantin Budişteanu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59001,Strada Luterană,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60186,Strada Puţul cu Plopi,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60639,Intrarea Sfântul Sava (Intrarea Sf. Sava),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58489,Strada Spiru Haret,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60845,Strada Ştirbei Vodă,numere impare nr. 17 -39# numere pare nr. 16 -62#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56314,Strada Theodor Aman (Strada Pictor Theodor Aman),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,83,UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI,"Loc. BUCUREŞTI SECTORUL 1,  Strada Ştirbei Vodă , Nr. 33",Str - ŞTIRBEI VODĂ - 33; CP 010102,BUCUREŞTI SECTORUL 1,57450,Strada George Vraca (Strada Alecu Constantinescu) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57727,Strada Aristide Demetriade (Strada Aristide Demetriad),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59225,Strada Constantin Mille,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59094,"Intrarea Victor Eftimiu (Strada Victor Eftimiu, Intrarea Dr. Alexandru Simion Marcovici) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62027,Strada George Vraca (Strada Alecu Constantinescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59641,Strada Ion Oteteleşanu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59226,Strada Matei Millo,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59986,Strada Poiana Narciselor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62332,"Intrarea Victor Eftimiu (Strada Victor Eftimiu, Intrarea Dr. Alexandru Simion Marcovici)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62332,"Intrarea Victor Eftimiu (Strada Victor Eftimiu, Intrarea Dr. Alexandru Simion Marcovici) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61378,Calea Victoriei,numere impare nr. 29 -39# numere pare nr. 32 -56# nr. 2#,
B,BUCUREŞTI SECTORUL 1,179141,42,84,UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI,"Loc. BUCUREŞTI SECTORUL 1,  Strada Ştirbei Vodă , Nr. 33",Str -ŞTIRBEI VODĂ - 33; CP 010102,BUCUREŞTI SECTORUL 1,61533,Strada Ioan Zalomit (Strada Ion Zalomit),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56874,Intrarea Rigas (Intrarea Ion Brezoianu) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56875,Strada Ion Brezoianu,numere impare nr. 15 -501# numere pare nr. 16 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,9106,Piaţa Iosif Sava,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62197,Intrarea Rigas (Intrarea Ion Brezoianu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59083,Piaţa Valter Mărăcineanu (Piaţa Walter Mărăcineanu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,85,LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Gen. H. M. Berthelot (Strada G-ral Henri Mathias Berthelot) , Nr. 56-58",Str - HENRI MATHIAS BERTHELOT GEN. - 56-58; CP 010171,BUCUREŞTI SECTORUL 1,57372,Strada Grigore Cobălcescu (Strada Prof. Grigore Cobălcescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57146,Intrarea Luigi Cazzavilan (Intrarea Luigi Cazzavillan),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57147,Strada Luigi Cazzavillan (Strada Luigi Cazzavilan) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57147,Strada Luigi Cazzavillan (Strada Luigi Cazzavilan),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60039,Strada Popa Tatu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61004,Intrarea Temişana,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61005,Strada Temişana,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61128,Strada Transilvaniei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62333,Piaţa Tudor Muşatescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,86,LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Iancu de Hunedoara (Bulevardul Ilie Pintilie) , Nr. 27",Bld - IANCU DE HUNEDOARA - 27; CP 011732,BUCUREŞTI SECTORUL 1,56684,Strada Berna,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56866,Strada Brazilia,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56866,Strada Brazilia (Strada Braziliei) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56901,Strada Bruxelles,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58101,Strada Finlanda,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58272,Intrarea Geneva,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56287,Intrarea Grigore Alexandrescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58470,Strada Haga,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58907,Strada Lisabona,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59019,Strada Madrid,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59631,Strada Oslo,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60359,Intrarea Roma,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60360,Strada Roma,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60409,Strada Washington (Strada Rozelor) (D),numere impare nr. 1 -19# numere pare nr. 2 -22#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60850,Strada Stockholm,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61093,Strada Tokio,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62069,Strada Washington (Strada Rozelor),numere impare nr. 1 -19# numere pare nr. 2 -22#,
B,BUCUREŞTI SECTORUL 1,179141,42,87,LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Iancu de Hunedoara (Bulevardul Ilie Pintilie) , Nr. 27",Bld - IANCU DE HUNEDOARA - 27; CP 011732,BUCUREŞTI SECTORUL 1,56415,Strada Argentina,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56668,Strada Belgrad,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61541,Strada Duiliu Zamfirescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58935,Strada Londra,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56760,Strada Louis Blanc (Strada Arh. Louis Blank),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59185,Strada Mexic,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60096,Strada Praga,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60409,Strada Washington (Strada Rozelor) (D),numere impare nr. 21 -501# numere pare nr. 24 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61322,Strada Varşovia,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62069,Strada Washington (Strada Rozelor),numere impare nr. 21 -501# numere pare nr. 24 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,88,LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Iancu de Hunedoara (Bulevardul Ilie Pintilie) , Nr. 27",Bld - IANCU DE HUNEDOARA - 27; CP 011732,BUCUREŞTI SECTORUL 1,56288,Strada Grigore Alexandrescu (Strada Poet Grigore Alexandrescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62062,Bulevardul Iancu de Hunedoara (Bulevardul Ilie Pintilie),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59885,Bulevardul Iancu de Hunedoara (Bulevardul Ilie Pintilie) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,89,CENTRUL NAŢIONAL DE CALIFICARE ŞI INSTRUIRE FEROVIARĂ CENAFER,"Loc. BUCUREŞTI SECTORUL 1,  Calea Griviţei , Nr. 193B",Cal - GRIVIŢEI - 193B; CP 010711,BUCUREŞTI SECTORUL 1,57734,Strada Alexandru Depărăţeanu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56429,Strada C. C. Arion (Strada Arieşului) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62328,Strada C. C. Arion (Strada Arieşului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62329,Strada Constantin Disescu (Strada Midia),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57666,Intrarea Dan Vodă (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58045,Strada Ioan Bianu (Strada Fagotului) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59480,Strada Iacob Negruzzi,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62230,Strada Ioan Bianu (Strada Fagotului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58661,Strada Lt.Col. Paul Ionescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59195,Strada Constantin Disescu (Strada Midia) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59266,Strada Miron Costin,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60976,Strada Pandele Ţăruşanu (Strada Ing. Pandele Ţăruşanu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60012,Strada Petru Poni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60256,Strada Petru Rareş,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,90,CENTRUL NAŢIONAL DE CALIFICARE ŞI INSTRUIRE FEROVIARĂ CENAFER,"Loc. BUCUREŞTI SECTORUL 1,  Calea Griviţei , Nr. 343",Cal - GRIVITEI - 343; CP 010716,BUCUREŞTI SECTORUL 1,58443,Calea Griviţei,numere impare nr. 219 -345# numere pare nr. 162 -190#,
B,BUCUREŞTI SECTORUL 1,179141,42,91,CENTRUL NAŢIONAL DE CALIFICARE ŞI INSTRUIRE FEROVIARĂ CENAFER,"Loc. BUCUREŞTI SECTORUL 1,  Calea Griviţei , Nr. 343",Cal - GRIVITEI - 343; CP 010716,BUCUREŞTI SECTORUL 1,58443,Calea Griviţei,numere pare nr. 192 -212#,
B,BUCUREŞTI SECTORUL 1,179141,42,92,ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Şoseaua Nicolae Titulescu , Nr. 50 - 52",Şos - NICOLAE TITULESCU - 50-52; CP 011143,BUCUREŞTI SECTORUL 1,57649,Bulevardul Alexandru Ioan Cuza,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56982,Piaţa Buzeşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56983,Strada Buzeşti,numere impare nr. 39 -501# numere pare nr. 36 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57394,Intrarea Cojeşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57872,Strada Maltopol (Strada Dreaptă) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58069,Strada Dr. Iacob Felix (Strada Bradului),numere impare nr. 1 -73# numere pare nr. 2 -54#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57185,Strada G-ral Alexandru Cernat,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62330,Strada Maltopol (Strada Dreaptă),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,93,ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Şoseaua Nicolae Titulescu , Nr. 50 - 52",Şos - NICOLAE TITULESCU - 50-52; CP 011143,BUCUREŞTI SECTORUL 1,58068,Intrarea Dr. Iacob Felix,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59190,Intrarea Veronica Micle,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59191,Strada Veronica Micle,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,94,ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Şoseaua Nicolae Titulescu , Nr. 50 - 52",Şos - NICOLAE TITULESCU - 50-52; CP 011143,BUCUREŞTI SECTORUL 1,58911,Intrarea Liteni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61083,Şoseaua Nicolae Titulescu,numere impare nr. 53 -113# numere pare nr. 20 -92#,
B,BUCUREŞTI SECTORUL 1,179141,42,95,ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Şoseaua Nicolae Titulescu , Nr. 50 - 52",Şos - NICOLAE TITULESCU - 50-52; CP 011143,BUCUREŞTI SECTORUL 1,61083,Şoseaua Nicolae Titulescu,numere impare nr. 115 -501# numere pare nr. 94 -500# nr. 7379#,
B,BUCUREŞTI SECTORUL 1,179141,42,96,ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Şoseaua Nicolae Titulescu , Nr. 50 - 52",Șos. - NICOLAE TITULESCU - 50 - 52; CP. 011143,BUCUREŞTI SECTORUL 1,61083,Şoseaua Nicolae Titulescu,numere impare nr. 1 -51# nr. 51-59 -51-59# numere pare nr. 2 -18#,
B,BUCUREŞTI SECTORUL 1,179141,42,97,LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Şcoala Floreasca , Nr. 5",Str - ŞCOALA FLOREASCA - 5; CP 011641,BUCUREŞTI SECTORUL 1,56592,Strada Banul Antonache,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56555,Strada Bălănescu Rosetti (Strada Rosetti Bălănescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57487,Strada Cornescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57845,Calea Dorobanți (Calea Dorobanţilor),numere pare nr. 172 -180#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57845,Calea Dorobanți (Calea Dorobanţilor) (D),numere pare nr. 172 -180#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58129,Calea Floreasca,numere impare nr. 73 -161# numere pare nr. 68 -142#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58599,"Intrarea Teodor Iliescu, plutonier aviator (Intrarea Teodor Iliescu, Intrarea Av. Teodor Iliescu) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58599,"Intrarea Teodor Iliescu, plutonier aviator (Intrarea Teodor Iliescu, Intrarea Av. Teodor Iliescu)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61167,Intrarea Tudor Ştefan,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,98,LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Şcoala Floreasca , Nr. 5",Str - ŞCOALA FLOREASCA - 5; CP 011641,BUCUREŞTI SECTORUL 1,56946,Strada Albac (Strada Bunătatea Samariteană),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59200,Strada Amman,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62124,Strada Chile (Strada Poiana Stampei),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57605,Strada Cronicarilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58156,Strada Dionisie Fotino,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57997,Strada Episcopul Timuş (Strada Cărpiniş),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56336,"Intrarea Marcel Andreescu, lt. aviator (Strada Lt. Aviator Marcel Andreescu, Intrarea Lt. Marcel Andreescu, Intrarea Lt. av. Marcel Andreescu) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56336,"Intrarea Marcel Andreescu, lt. aviator (Strada Lt. Aviator Marcel Andreescu, Intrarea Lt. Marcel Andreescu, Intrarea Lt. av. Marcel Andreescu)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60323,Strada Naum Râmniceanu (Strada Naum Rîmniceanu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58540,Strada Pitarul Hristache,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59987,Strada Chile (Strada Poiana Stampei) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60040,Strada Popasului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60533,Strada Şcoala Floreasca,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59482,Strada Ştefan Negulescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62231,Strada Tudor Vianu (Strada Vârful cu Dor),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61417,Strada Tudor Vianu (Strada Vârful cu Dor) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,99,LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Şcoala Floreasca , Nr. 5",Str - ŞCOALA FLOREASCA - 5; CP 011641,BUCUREŞTI SECTORUL 1,61245,Strada Axinte Uricariul,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58129,Calea Floreasca,numere impare nr. 1 -71# numere pare nr. 2 -66#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56397,Strada Hatmanul Arbore,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60810,Şoseaua Ştefan cel Mare,numere impare nr. 1 -3# numere pare nr. 2 -6# nr. 14# nr. 24# nr. 26# nr. 41# nr. 240#,
B,BUCUREŞTI SECTORUL 1,179141,42,100,COLEGIUL GERMAN ”GOETHE”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Stanislav Cihoschi , Nr. 17",Str - STANISLAV CIHOSCHI - 17; CP 010592,BUCUREŞTI SECTORUL 1,59009,Intrarea Alexandru Macedonski,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59836,Intrarea Camil Petrescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57352,Strada Clopotarii Vechi,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57544,Strada Crăciun,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62131,Strada Daniel Constantin (Strada Constantin Daniel),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61628,Strada David Emmanuel (Strada Mirajului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57845,Calea Dorobanți (Calea Dorobanţilor),numere impare nr. 1 -97# numere pare nr. 2 -96#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57845,Calea Dorobanți (Calea Dorobanţilor) (D),numere impare nr. 1 -97# numere pare nr. 2 -96#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58035,Intrarea Fabulistului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60692,Strada Constantin Daniel (Strada Filimon Sîrbu) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58095,Intrarea Filioara,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57050,Intrarea General Grigore Cantilli,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61621,Strada G-ral Constantin Coandă (Strada Pietăţii),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60705,Strada Ion Slătineanu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58794,Intrarea Lacul Sărat,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59255,Strada David Emmanuel (Strada Mirajului) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56665,Strada Nicolae N. Beldiceanu (Strada Nicolae Beldiceanu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,101,COLEGIUL GERMAN ”GOETHE”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Stanislav Cihoschi , Nr. 17",Str - STANISLAV CIHOSCHI - 17; CP 010592,BUCUREŞTI SECTORUL 1,56329,Intrarea Anasonului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59872,Intrarea Blaj (Intrarea Pietăţii),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56785,Intrarea Bogdăniţa (Strada Bogdăniţa),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56864,Intrarea Bravurii,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56906,Intrarea Buciumeni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56994,Intrarea Căderea Bastiliei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56995,Strada Căderea Bastiliei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59004,Strada Cântăreţul Macarie (Strada Macarie Cîntăreţul),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60073,Strada Ciprian Porumbescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57497,Strada Ing. Emil Balaban (Strada Cortului) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57652,Bulevardul Dacia,numere impare nr. 35 -41# numere pare nr. 26 -30#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56892,Strada G-ral Ernest Broşteanu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61617,Strada Ing. Emil Balaban (Strada Cortului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57077,Strada Ioan Vodă Caragea (Strada Ioan Caragea Vodă),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56782,Strada Ion Bogdan (Strada prof. Ion Bogdan),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58733,Intrarea Jijia,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58793,Intrarea Lacul Roşu,integral#,
